payment_id,amount,failure_reason,payment_method,merchant_type,previous_successes,previous_failures,retry_count,days_since_last_payment,customer_tenure_months,mandate_age_days,average_amount,amount_vs_average,recent_success_rate,failure_frequency,retry_interval_hours,recovered
PX000555,1499,suspicious_reversal,netbanking,saas,8,4,1,2,33,571,1558.21,0.962,0.667,2.0,37.68,1
PX000556,499,mandate_expired,card,media,7,4,0,7,42,372,577.09,0.865,0.636,0.57143,3.61,1
PX000557,1999,expired_card,upi,subscription,12,3,0,56,6,23,2429.51,0.823,0.8,0.05357,44.18,1
PX000558,2499,bank_timeout,wallet,media,9,3,1,25,40,598,2853.86,0.876,0.75,0.12,37.25,1
PX000559,499,insufficient_funds,netbanking,subscription,10,4,3,14,19,345,327.68,1.523,0.714,0.28571,43.15,0
PX000560,1999,expired_card,card,media,10,2,0,41,29,701,2442.99,0.818,0.833,0.04878,23.59,1
PX000561,2499,suspicious_reversal,netbanking,saas,7,3,2,59,5,652,2594.53,0.963,0.7,0.05085,15.2,0
PX000562,2499,suspicious_reversal,wallet,education,10,1,3,42,9,555,2411.04,1.036,0.909,0.02381,23.21,1
PX000563,1499,expired_card,netbanking,media,5,0,3,12,41,581,1250.56,1.199,1.0,0.0,36.46,0
PX000564,999,mandate_expired,upi,saas,15,2,1,29,1,442,1301.37,0.768,0.882,0.06897,40.74,0
PX000565,9999,mandate_expired,card,subscription,11,2,0,2,24,412,7386.82,1.354,0.846,1.0,13.77,1
PX000566,19999,bank_timeout,card,media,11,2,2,57,56,577,12441.73,1.607,0.846,0.03509,39.38,0
PX000567,19999,mandate_expired,upi,saas,8,4,3,42,24,157,25171.61,0.795,0.667,0.09524,30.7,0
PX000568,2499,insufficient_funds,netbanking,saas,6,3,0,30,51,340,2742.75,0.911,0.667,0.1,12.82,1
PX000569,19999,suspicious_reversal,netbanking,media,6,2,3,11,12,224,27040.81,0.74,0.75,0.18182,41.74,0
PX000570,9999,insufficient_funds,upi,saas,7,2,2,7,38,53,11953.07,0.837,0.778,0.28571,35.02,1
PX000571,4999,insufficient_funds,wallet,media,7,2,0,19,12,500,4317.72,1.158,0.778,0.10526,4.23,1
PX000572,499,expired_card,wallet,subscription,10,2,0,44,32,655,408.36,1.222,0.833,0.04545,30.46,0
PX000573,9999,expired_card,upi,saas,6,0,0,42,47,711,9636.54,1.038,1.0,0.0,7.49,0
PX000574,2499,insufficient_funds,netbanking,media,10,3,2,18,2,177,3238.83,0.772,0.769,0.16667,22.53,0
PX000575,9999,suspicious_reversal,card,ecommerce,3,1,1,29,59,180,6529.07,1.531,0.75,0.03448,32.68,1
PX000576,9999,suspicious_reversal,wallet,media,9,3,3,18,38,133,10461.48,0.956,0.75,0.16667,44.17,0
PX000577,9999,insufficient_funds,upi,ecommerce,12,5,0,24,60,685,8907.54,1.123,0.706,0.20833,36.44,0
PX000578,9999,suspicious_reversal,upi,media,9,3,1,54,47,667,9199.79,1.087,0.75,0.05556,29.38,0
PX000579,4999,mandate_expired,wallet,ecommerce,7,0,1,60,19,190,6582.88,0.759,1.0,0.0,29.44,0
PX000580,2499,mandate_expired,netbanking,subscription,11,4,2,52,47,490,2076.2,1.204,0.733,0.07692,46.81,0
PX000581,4999,mandate_expired,wallet,saas,8,4,2,60,52,388,6451.44,0.775,0.667,0.06667,43.78,0
PX000582,1999,mandate_expired,upi,saas,11,2,1,20,56,540,1544.16,1.295,0.846,0.1,12.67,0
PX000583,1999,bank_timeout,upi,saas,8,1,0,53,25,239,2729.05,0.732,0.889,0.01887,15.47,1
PX000584,9999,mandate_expired,upi,ecommerce,13,1,3,49,18,38,11377.26,0.879,0.929,0.02041,7.94,0
PX000585,4999,suspicious_reversal,netbanking,subscription,10,3,3,22,3,324,5674.36,0.881,0.769,0.13636,43.29,0
PX000586,1499,expired_card,wallet,subscription,7,3,2,52,31,662,1473.86,1.017,0.7,0.05769,8.6,0
PX000587,499,insufficient_funds,card,education,3,0,0,7,31,505,355.02,1.406,1.0,0.0,7.45,1
PX000588,4999,expired_card,wallet,ecommerce,5,4,3,1,3,646,5909.86,0.846,0.556,4.0,37.93,1
PX000589,1499,expired_card,wallet,media,8,2,1,24,14,687,1501.01,0.999,0.8,0.08333,10.98,1
PX000590,499,mandate_expired,netbanking,subscription,6,0,3,45,14,88,566.14,0.881,1.0,0.0,8.97,1
PX000591,1999,bank_timeout,upi,saas,7,0,1,54,58,275,2036.34,0.982,1.0,0.0,37.01,1
PX000592,1499,expired_card,wallet,subscription,7,1,3,50,33,541,1609.04,0.932,0.875,0.02,21.35,0
PX000593,4999,expired_card,netbanking,subscription,8,3,3,12,41,347,3201.38,1.562,0.727,0.25,11.39,0
PX000594,499,mandate_expired,upi,ecommerce,7,0,1,12,20,233,427.05,1.168,1.0,0.0,46.02,1
PX000595,1499,bank_timeout,wallet,ecommerce,4,2,2,52,46,208,2052.29,0.73,0.667,0.03846,44.75,1
PX000596,999,insufficient_funds,card,media,15,1,0,14,59,295,1067.86,0.936,0.938,0.07143,27.14,1
PX000597,19999,bank_timeout,wallet,ecommerce,4,3,0,21,6,506,12707.07,1.574,0.571,0.14286,39.92,0
PX000598,19999,expired_card,wallet,media,4,2,1,37,17,133,17218.52,1.161,0.667,0.05405,9.8,0
PX000599,9999,mandate_expired,upi,education,5,1,2,10,51,379,13380.52,0.747,0.833,0.1,10.02,1
PX000600,9999,suspicious_reversal,wallet,saas,10,1,3,4,8,656,8405.26,1.19,0.909,0.25,28.86,0
PX000601,1499,expired_card,card,subscription,7,2,3,26,50,636,1714.6,0.874,0.778,0.07692,40.33,0
PX000602,1999,bank_timeout,card,media,9,1,0,50,11,406,2714.07,0.737,0.9,0.02,36.1,1
PX000603,4999,mandate_expired,wallet,media,6,1,1,5,43,648,3528.13,1.417,0.857,0.2,2.17,0
PX000604,999,suspicious_reversal,card,saas,8,1,1,48,52,187,1150.97,0.868,0.889,0.02083,26.3,0
PX000605,4999,suspicious_reversal,wallet,ecommerce,3,0,0,54,41,4,4969.97,1.006,1.0,0.0,20.64,0
PX000606,2499,insufficient_funds,netbanking,media,8,0,1,2,46,112,3213.0,0.778,1.0,0.0,38.41,0
PX000607,2499,expired_card,card,education,8,0,3,2,59,125,2888.74,0.865,1.0,0.0,17.76,1
PX000608,1999,suspicious_reversal,card,saas,8,2,1,60,56,427,1396.17,1.432,0.8,0.03333,13.11,0
PX000609,1999,suspicious_reversal,netbanking,saas,5,2,0,44,55,563,2162.61,0.924,0.714,0.04545,27.94,1
PX000610,999,bank_timeout,wallet,education,7,2,3,42,48,431,876.89,1.139,0.778,0.04762,13.63,1
PX000611,1999,bank_timeout,upi,media,10,1,2,26,44,333,2372.11,0.843,0.909,0.03846,21.5,1
PX000612,999,suspicious_reversal,upi,media,8,2,3,52,10,710,1219.86,0.819,0.8,0.03846,10.81,0
PX000613,9999,insufficient_funds,wallet,saas,8,1,3,16,59,726,7520.92,1.329,0.889,0.0625,5.3,0
PX000614,499,insufficient_funds,wallet,subscription,1,1,3,47,5,626,357.22,1.397,0.5,0.02128,16.51,1
PX000615,19999,insufficient_funds,netbanking,ecommerce,12,1,2,31,10,565,23356.17,0.856,0.923,0.03226,43.82,0
PX000616,1999,expired_card,netbanking,subscription,10,1,0,36,54,245,2246.91,0.89,0.909,0.02778,7.42,0
PX000617,19999,expired_card,upi,saas,12,1,0,57,16,371,17828.74,1.122,0.923,0.01754,19.7,1
PX000618,499,suspicious_reversal,wallet,media,9,3,1,50,19,594,455.02,1.097,0.75,0.06,37.62,0
PX000619,19999,mandate_expired,upi,subscription,6,0,2,22,44,616,25914.8,0.772,1.0,0.0,15.21,0
PX000620,999,mandate_expired,netbanking,media,5,3,1,52,50,276,1370.12,0.729,0.625,0.05769,6.11,0
PX000621,19999,suspicious_reversal,upi,media,10,3,2,38,59,415,22699.63,0.881,0.769,0.07895,32.38,0
PX000622,1499,insufficient_funds,card,ecommerce,6,2,2,14,45,276,1507.18,0.995,0.75,0.14286,16.73,0
PX000623,1999,insufficient_funds,netbanking,subscription,2,1,0,32,58,422,2317.68,0.863,0.667,0.03125,30.84,1
PX000624,499,expired_card,netbanking,ecommerce,10,2,3,43,56,541,568.53,0.878,0.833,0.04651,32.49,0
PX000625,499,mandate_expired,netbanking,subscription,11,3,2,18,53,344,371.94,1.342,0.786,0.16667,12.21,1
PX000626,499,bank_timeout,wallet,ecommerce,7,4,2,29,50,562,504.25,0.99,0.636,0.13793,8.86,1
PX000627,9999,bank_timeout,card,ecommerce,12,3,3,14,57,29,10870.43,0.92,0.8,0.21429,33.21,1
PX000628,2499,mandate_expired,netbanking,ecommerce,6,2,3,59,49,79,3090.57,0.809,0.75,0.0339,1.05,0
PX000629,999,bank_timeout,card,saas,5,1,2,26,21,334,823.45,1.213,0.833,0.03846,13.73,1
PX000630,999,expired_card,wallet,media,17,5,2,9,29,464,1308.34,0.764,0.773,0.55556,31.05,0
PX000631,9999,suspicious_reversal,card,ecommerce,7,2,3,52,55,324,6661.99,1.501,0.778,0.03846,47.63,0
PX000632,9999,expired_card,netbanking,education,6,1,3,44,55,216,10145.23,0.986,0.857,0.02273,16.28,0
PX000633,4999,insufficient_funds,netbanking,media,4,2,0,15,36,330,3783.22,1.321,0.667,0.13333,8.99,1
PX000634,1499,bank_timeout,netbanking,subscription,8,3,2,22,54,55,2087.77,0.718,0.727,0.13636,8.8,1
PX000635,2499,insufficient_funds,card,media,7,3,3,17,21,329,2144.7,1.165,0.7,0.17647,1.51,0
PX000636,2499,expired_card,netbanking,media,8,3,1,5,42,587,3344.33,0.747,0.727,0.6,3.03,1
PX000637,499,expired_card,card,education,8,2,1,31,4,86,593.77,0.84,0.8,0.06452,33.76,0
PX000638,499,insufficient_funds,upi,saas,7,4,2,24,30,659,649.38,0.768,0.636,0.16667,15.87,0
PX000639,9999,suspicious_reversal,upi,education,6,2,2,24,40,85,12923.43,0.774,0.75,0.08333,29.43,1
PX000640,19999,mandate_expired,wallet,saas,6,3,3,38,59,224,18109.76,1.104,0.667,0.07895,34.67,1
PX000641,2499,insufficient_funds,netbanking,ecommerce,10,3,2,29,26,549,3151.12,0.793,0.769,0.10345,36.83,1
PX000642,2499,expired_card,wallet,media,5,1,1,54,10,599,2547.8,0.981,0.833,0.01852,34.02,1
PX000643,1499,suspicious_reversal,upi,education,4,1,1,5,7,341,2091.42,0.717,0.8,0.2,13.63,0
PX000644,999,mandate_expired,wallet,media,12,1,1,11,9,108,692.01,1.444,0.923,0.09091,31.57,1
PX000645,2499,bank_timeout,netbanking,ecommerce,8,3,0,20,30,243,1795.92,1.391,0.727,0.15,38.34,1
PX000646,499,expired_card,wallet,media,10,1,2,31,22,640,542.73,0.919,0.909,0.03226,24.26,0
PX000647,2499,bank_timeout,netbanking,subscription,15,0,3,8,53,556,1548.71,1.614,1.0,0.0,2.98,0
PX000648,9999,expired_card,wallet,subscription,7,1,1,3,4,105,12953.38,0.772,0.875,0.33333,8.87,1
PX000649,999,bank_timeout,card,education,10,3,1,42,6,523,776.14,1.287,0.769,0.07143,30.38,1
PX000650,1999,expired_card,card,media,3,3,0,23,60,234,2533.51,0.789,0.5,0.13043,31.64,1
PX000651,1499,suspicious_reversal,wallet,saas,10,2,0,36,49,106,1167.65,1.284,0.833,0.05556,27.15,1
PX000652,1499,expired_card,card,education,6,2,2,53,35,585,1402.75,1.069,0.75,0.03774,7.76,1
PX000653,4999,suspicious_reversal,wallet,ecommerce,10,1,3,38,37,723,6586.21,0.759,0.909,0.02632,44.43,0
PX000654,999,mandate_expired,netbanking,ecommerce,3,1,0,5,34,634,1222.77,0.817,0.75,0.2,12.59,0
PX000655,499,mandate_expired,upi,education,10,0,0,23,1,164,448.96,1.111,1.0,0.0,4.95,1
PX000656,4999,expired_card,upi,education,15,1,3,18,26,218,4931.53,1.014,0.938,0.05556,1.02,1
PX000657,9999,bank_timeout,wallet,education,10,3,1,26,48,165,9842.39,1.016,0.769,0.11538,8.24,1
PX000658,1999,expired_card,netbanking,media,10,2,3,5,39,616,2444.56,0.818,0.833,0.4,14.18,1
PX000659,1499,insufficient_funds,wallet,ecommerce,6,5,3,49,43,427,1683.11,0.891,0.545,0.10204,9.06,0
PX000660,9999,suspicious_reversal,wallet,ecommerce,0,1,3,50,47,470,13351.17,0.749,0.0,0.02,22.14,0
PX000661,19999,insufficient_funds,netbanking,ecommerce,6,3,3,13,29,189,23234.55,0.861,0.667,0.23077,24.69,0
PX000662,19999,mandate_expired,upi,ecommerce,7,1,2,40,44,120,14884.45,1.344,0.875,0.025,27.05,1
PX000663,499,mandate_expired,netbanking,ecommerce,9,2,1,5,41,286,512.63,0.973,0.818,0.4,18.4,0
PX000664,2499,mandate_expired,card,media,6,3,0,26,47,257,3478.66,0.718,0.667,0.11538,22.53,0
PX000665,4999,suspicious_reversal,wallet,education,8,3,1,4,26,344,5016.08,0.997,0.727,0.75,37.11,0
PX000666,19999,suspicious_reversal,card,education,12,4,3,12,58,93,23242.42,0.86,0.75,0.33333,8.03,0
PX000667,499,mandate_expired,wallet,saas,13,2,2,40,42,7,613.57,0.813,0.867,0.05,25.47,0
PX000668,4999,mandate_expired,netbanking,saas,6,1,2,46,22,76,5659.92,0.883,0.857,0.02174,13.22,0
PX000669,999,bank_timeout,upi,education,8,3,2,56,21,103,1084.49,0.921,0.727,0.05357,15.12,1
PX000670,1999,bank_timeout,upi,education,5,0,0,28,39,544,1673.47,1.195,1.0,0.0,7.43,1
PX000671,999,insufficient_funds,wallet,saas,14,1,0,16,12,485,784.03,1.274,0.933,0.0625,31.68,1
PX000672,4999,bank_timeout,wallet,ecommerce,6,1,3,8,25,636,5652.89,0.884,0.857,0.125,21.21,1
PX000673,1499,suspicious_reversal,netbanking,subscription,11,1,2,52,59,251,1386.55,1.081,0.917,0.01923,16.64,0
PX000674,999,bank_timeout,netbanking,saas,9,2,0,7,38,238,1081.21,0.924,0.818,0.28571,6.9,1
PX000675,999,insufficient_funds,upi,education,3,0,1,29,38,560,679.5,1.47,1.0,0.0,35.42,1
PX000676,2499,mandate_expired,wallet,saas,8,1,2,53,1,36,2616.06,0.955,0.889,0.01887,30.75,0
PX000677,999,expired_card,netbanking,subscription,9,1,2,23,54,696,1275.2,0.783,0.9,0.04348,14.44,0
PX000678,1499,bank_timeout,netbanking,ecommerce,7,2,1,10,53,198,1052.35,1.424,0.778,0.2,44.87,1
PX000679,4999,mandate_expired,upi,media,8,3,0,15,58,681,5521.41,0.905,0.727,0.2,2.31,1
PX000680,9999,expired_card,upi,saas,8,2,2,2,60,566,8899.19,1.124,0.8,1.0,19.34,0
PX000681,999,bank_timeout,netbanking,education,9,3,0,8,12,457,1071.08,0.933,0.75,0.375,13.33,1
PX000682,999,expired_card,card,ecommerce,9,2,3,56,41,112,1346.04,0.742,0.818,0.03571,24.43,0
PX000683,19999,insufficient_funds,netbanking,education,7,0,2,36,31,403,21167.36,0.945,1.0,0.0,23.0,0
PX000684,999,suspicious_reversal,upi,ecommerce,10,2,3,24,24,95,791.18,1.263,0.833,0.08333,25.89,0
PX000685,9999,insufficient_funds,upi,ecommerce,11,1,1,24,6,606,12753.08,0.784,0.917,0.04167,2.12,1
PX000686,9999,expired_card,wallet,saas,7,1,0,38,45,160,9792.12,1.021,0.875,0.02632,20.64,1
PX000687,999,bank_timeout,upi,media,13,2,3,60,20,191,784.78,1.273,0.867,0.03333,8.9,1
PX000688,2499,mandate_expired,netbanking,ecommerce,6,2,3,21,25,5,2201.3,1.135,0.75,0.09524,6.16,1
PX000689,4999,bank_timeout,wallet,education,13,1,0,9,2,280,4125.17,1.212,0.929,0.11111,12.06,1
PX000690,999,mandate_expired,wallet,saas,6,2,0,38,1,483,715.87,1.396,0.75,0.05263,26.74,1
PX000691,999,bank_timeout,netbanking,media,11,4,1,46,32,285,1027.48,0.972,0.733,0.08696,3.25,1
PX000692,2499,expired_card,upi,ecommerce,7,1,3,25,21,72,1604.41,1.558,0.875,0.04,3.57,1
PX000693,1999,suspicious_reversal,netbanking,saas,12,3,0,7,36,680,1374.57,1.454,0.8,0.42857,10.4,1
PX000694,4999,suspicious_reversal,card,education,4,2,1,15,11,539,6105.68,0.819,0.667,0.13333,19.37,0
PX000695,1499,suspicious_reversal,card,media,4,2,0,18,6,460,1120.34,1.338,0.667,0.11111,14.9,0
PX000696,4999,insufficient_funds,wallet,media,6,2,0,56,1,120,3733.12,1.339,0.75,0.03571,28.81,1
PX000697,4999,bank_timeout,wallet,subscription,7,2,1,25,59,605,3000.19,1.666,0.778,0.08,25.85,1
PX000698,9999,mandate_expired,card,saas,13,3,3,35,4,259,11095.13,0.901,0.812,0.08571,26.52,1
PX000699,499,expired_card,wallet,saas,8,0,1,19,59,725,362.18,1.378,1.0,0.0,14.68,0
PX000700,999,suspicious_reversal,upi,ecommerce,5,1,1,28,28,509,636.73,1.569,0.833,0.03571,43.13,0
PX000701,4999,bank_timeout,wallet,ecommerce,10,4,1,34,18,228,3014.27,1.658,0.714,0.11765,47.87,1
PX000702,1499,suspicious_reversal,netbanking,education,8,1,1,14,50,376,1688.41,0.888,0.889,0.07143,31.65,0
PX000703,19999,suspicious_reversal,upi,media,8,2,3,20,58,243,24164.67,0.828,0.8,0.1,2.44,0
PX000704,9999,bank_timeout,upi,education,9,2,3,7,55,633,11609.03,0.861,0.818,0.28571,2.46,1
PX000705,1499,bank_timeout,upi,subscription,13,0,1,26,25,67,1102.43,1.36,1.0,0.0,1.63,1
PX000706,1999,suspicious_reversal,netbanking,ecommerce,6,0,3,41,23,684,2650.65,0.754,1.0,0.0,10.27,0
PX000707,999,expired_card,card,media,5,2,1,60,44,580,1294.07,0.772,0.714,0.03333,37.23,1
PX000708,499,bank_timeout,netbanking,media,6,1,0,30,36,128,541.6,0.921,0.857,0.03333,6.02,1
PX000709,19999,suspicious_reversal,card,ecommerce,8,4,0,59,9,353,14847.21,1.347,0.667,0.0678,46.54,0
PX000710,9999,mandate_expired,wallet,ecommerce,8,2,0,18,3,693,7011.65,1.426,0.8,0.11111,42.53,1
PX000711,999,mandate_expired,netbanking,education,8,2,1,41,12,57,766.18,1.304,0.8,0.04878,35.53,1
PX000712,9999,insufficient_funds,netbanking,education,7,2,3,16,56,109,9153.05,1.092,0.778,0.125,41.95,1
PX000713,19999,bank_timeout,upi,saas,9,3,3,14,2,94,22616.77,0.884,0.75,0.21429,6.87,0
PX000714,1999,insufficient_funds,card,media,7,3,0,33,33,164,1617.86,1.236,0.7,0.09091,5.29,1
PX000715,2499,bank_timeout,upi,education,9,1,3,59,30,121,2031.66,1.23,0.9,0.01695,5.09,0
PX000716,999,suspicious_reversal,wallet,ecommerce,7,4,2,5,17,580,900.25,1.11,0.636,0.8,32.25,0
PX000717,1499,mandate_expired,upi,subscription,11,1,3,40,14,467,1525.99,0.982,0.917,0.025,46.38,0
PX000718,999,expired_card,wallet,education,7,3,0,4,59,309,777.44,1.285,0.7,0.75,9.98,0
PX000719,2499,bank_timeout,netbanking,media,8,1,3,43,20,447,2604.06,0.96,0.889,0.02326,37.83,0
PX000720,19999,bank_timeout,card,education,9,0,0,16,19,625,14258.23,1.403,1.0,0.0,6.71,1
PX000721,499,mandate_expired,card,subscription,8,1,2,12,36,697,492.25,1.014,0.889,0.08333,29.38,1
PX000722,19999,expired_card,upi,saas,14,2,0,11,13,109,12446.03,1.607,0.875,0.18182,34.81,1
PX000723,19999,bank_timeout,wallet,saas,3,1,2,14,59,139,17301.01,1.156,0.75,0.07143,8.11,1
PX000724,2499,insufficient_funds,upi,subscription,6,2,2,13,51,439,3458.32,0.723,0.75,0.15385,18.83,0
PX000725,1499,bank_timeout,upi,education,10,0,0,55,47,450,1404.68,1.067,1.0,0.0,21.13,1
PX000726,1999,suspicious_reversal,upi,media,13,3,2,18,10,633,2701.71,0.74,0.812,0.16667,20.73,0
PX000727,499,mandate_expired,netbanking,saas,10,3,0,27,35,616,363.65,1.372,0.769,0.11111,28.73,1
PX000728,1499,suspicious_reversal,netbanking,education,5,3,1,39,18,182,1662.47,0.902,0.625,0.07692,2.8,0
PX000729,4999,bank_timeout,card,education,5,0,1,19,5,445,6849.15,0.73,1.0,0.0,4.81,1
PX000730,19999,expired_card,card,education,12,2,3,14,56,31,18835.38,1.062,0.857,0.14286,40.4,0
PX000731,1499,expired_card,wallet,media,8,3,3,30,35,356,1221.81,1.227,0.727,0.1,17.68,1
PX000732,499,mandate_expired,upi,media,8,2,3,55,13,262,469.16,1.064,0.8,0.03636,42.99,0
PX000733,1499,mandate_expired,upi,ecommerce,7,5,2,56,34,652,1962.73,0.764,0.583,0.08929,23.25,1
PX000734,1499,expired_card,card,ecommerce,7,3,3,22,23,493,916.09,1.636,0.7,0.13636,41.99,1
PX000735,19999,suspicious_reversal,card,education,10,2,2,51,57,405,21316.24,0.938,0.833,0.03922,23.17,0
PX000736,1999,mandate_expired,card,media,9,0,3,57,51,326,2647.11,0.755,1.0,0.0,37.94,0
PX000737,2499,suspicious_reversal,wallet,media,11,2,3,50,7,216,1547.66,1.615,0.846,0.04,20.98,0
PX000738,9999,suspicious_reversal,upi,ecommerce,12,1,0,34,51,265,9049.76,1.105,0.923,0.02941,12.11,1
PX000739,9999,mandate_expired,upi,ecommerce,12,4,2,18,29,268,12563.36,0.796,0.75,0.22222,33.82,1
PX000740,999,expired_card,wallet,ecommerce,13,3,2,44,33,630,1250.65,0.799,0.812,0.06818,13.63,0
PX000741,4999,suspicious_reversal,wallet,saas,6,2,3,7,24,112,3822.53,1.308,0.75,0.28571,36.3,0
PX000742,2499,mandate_expired,card,saas,13,1,2,21,37,275,2912.69,0.858,0.929,0.04762,16.31,1
PX000743,499,bank_timeout,card,saas,7,2,3,6,29,177,661.19,0.755,0.778,0.33333,47.59,0
PX000744,999,insufficient_funds,card,education,8,1,3,42,19,200,979.91,1.019,0.889,0.02381,13.87,1
PX000745,1499,mandate_expired,card,education,16,4,1,55,47,474,1862.55,0.805,0.8,0.07273,13.47,0
PX000746,1499,suspicious_reversal,wallet,subscription,14,3,2,34,59,166,1486.86,1.008,0.824,0.08824,26.56,0
PX000747,19999,mandate_expired,card,subscription,10,5,0,19,10,684,21569.69,0.927,0.667,0.26316,26.09,0
PX000748,19999,suspicious_reversal,card,education,7,0,3,17,38,237,17136.15,1.167,1.0,0.0,42.19,0
PX000749,9999,expired_card,wallet,subscription,7,3,1,48,36,148,7576.08,1.32,0.7,0.0625,21.67,0
PX000750,4999,mandate_expired,card,education,2,2,1,37,41,427,4641.19,1.077,0.5,0.05405,0.7,0
PX000751,499,expired_card,upi,ecommerce,4,3,1,37,30,148,330.16,1.511,0.571,0.08108,33.39,0
PX000752,19999,suspicious_reversal,upi,media,13,3,1,34,22,74,17429.08,1.147,0.812,0.08824,18.19,0
PX000753,1999,mandate_expired,card,saas,10,2,0,60,49,309,1793.5,1.115,0.833,0.03333,2.16,1
PX000754,999,suspicious_reversal,upi,saas,12,2,1,14,4,452,661.23,1.511,0.857,0.14286,2.12,1
PX000755,1999,bank_timeout,card,saas,9,3,0,46,36,419,1350.0,1.481,0.75,0.06522,44.81,1
PX000756,2499,bank_timeout,netbanking,media,6,6,3,56,39,90,1836.86,1.36,0.5,0.10714,21.11,1
PX000757,999,expired_card,upi,media,6,2,3,4,40,497,936.24,1.067,0.75,0.5,21.65,0
PX000758,4999,expired_card,wallet,ecommerce,7,4,0,42,4,255,3004.67,1.664,0.636,0.09524,4.96,0
PX000759,19999,bank_timeout,wallet,saas,10,0,3,24,16,511,17421.43,1.148,1.0,0.0,33.26,0
PX000760,999,suspicious_reversal,card,subscription,8,3,0,38,1,534,1233.91,0.81,0.727,0.07895,43.79,1
PX000761,2499,mandate_expired,card,education,8,2,2,13,38,220,3370.73,0.741,0.8,0.15385,16.0,1
PX000762,2499,bank_timeout,card,subscription,10,1,1,49,50,228,1685.94,1.482,0.909,0.02041,36.87,1
PX000763,1999,suspicious_reversal,upi,media,11,1,2,38,52,675,2728.43,0.733,0.917,0.02632,46.5,0
PX000764,4999,expired_card,wallet,saas,5,1,2,49,5,704,5509.93,0.907,0.833,0.02041,45.41,0
PX000765,1499,insufficient_funds,netbanking,subscription,12,1,3,34,44,367,944.64,1.587,0.923,0.02941,4.63,1
PX000766,9999,insufficient_funds,netbanking,subscription,7,6,0,9,5,197,13875.76,0.721,0.538,0.66667,47.03,1
PX000767,19999,insufficient_funds,upi,ecommerce,5,2,1,40,28,576,16912.9,1.182,0.714,0.05,35.22,1
PX000768,1499,expired_card,upi,saas,15,1,1,45,45,713,913.37,1.641,0.938,0.02222,16.04,1
PX000769,19999,insufficient_funds,card,media,6,3,2,46,51,403,23398.98,0.855,0.667,0.06522,22.71,1
PX000770,9999,bank_timeout,wallet,media,11,4,1,36,41,80,9488.82,1.054,0.733,0.11111,29.55,1
PX000771,499,bank_timeout,wallet,media,7,1,3,50,57,83,386.01,1.293,0.875,0.02,22.35,1
PX000772,1999,mandate_expired,card,saas,12,4,3,44,19,149,2445.37,0.817,0.75,0.09091,33.78,1
PX000773,4999,suspicious_reversal,wallet,saas,6,1,1,32,39,504,3716.64,1.345,0.857,0.03125,29.08,0
PX000774,4999,bank_timeout,upi,education,4,3,0,10,45,542,5127.3,0.975,0.571,0.3,5.82,0
PX000775,499,mandate_expired,card,education,9,5,1,28,26,699,656.77,0.76,0.643,0.17857,9.58,1
PX000776,4999,insufficient_funds,netbanking,media,8,1,3,49,47,56,4972.15,1.005,0.889,0.02041,9.6,1
PX000777,4999,insufficient_funds,wallet,education,7,4,0,25,29,631,6553.63,0.763,0.636,0.16,24.17,1
PX000778,499,expired_card,upi,education,8,2,2,37,20,535,505.9,0.986,0.8,0.05405,0.77,0
PX000779,1499,bank_timeout,wallet,media,3,4,3,3,29,427,1355.15,1.106,0.429,1.33333,43.68,1
PX000780,1499,expired_card,wallet,media,10,1,1,4,26,303,1301.07,1.152,0.909,0.25,29.75,1
PX000781,499,bank_timeout,wallet,ecommerce,10,1,2,15,19,503,422.57,1.181,0.909,0.06667,7.72,1
PX000782,4999,bank_timeout,netbanking,saas,3,5,2,30,12,73,6063.14,0.824,0.375,0.16667,1.0,0
PX000783,2499,bank_timeout,upi,subscription,12,0,3,3,20,440,3162.46,0.79,1.0,0.0,19.63,1
PX000784,19999,insufficient_funds,wallet,ecommerce,8,0,3,14,41,567,15975.27,1.252,1.0,0.0,39.34,1
PX000785,9999,mandate_expired,wallet,education,8,2,2,55,32,20,10177.0,0.983,0.8,0.03636,3.27,0
PX000786,499,insufficient_funds,upi,saas,6,4,0,20,57,531,446.67,1.117,0.6,0.2,8.58,1
PX000787,1999,suspicious_reversal,netbanking,ecommerce,7,6,1,45,53,265,2104.51,0.95,0.538,0.13333,42.92,0
PX000788,1499,bank_timeout,card,education,12,2,3,19,45,626,1316.19,1.139,0.857,0.10526,5.38,1
PX000789,2499,suspicious_reversal,netbanking,saas,8,3,1,2,44,254,3208.85,0.779,0.727,1.5,43.31,0
PX000790,1499,expired_card,wallet,media,10,1,2,24,55,585,1388.21,1.08,0.909,0.04167,39.56,1
PX000791,499,mandate_expired,upi,saas,14,3,2,31,13,472,630.03,0.792,0.824,0.09677,39.08,1
PX000792,19999,mandate_expired,netbanking,subscription,9,2,2,20,21,605,14347.02,1.394,0.818,0.1,37.05,1
PX000793,999,mandate_expired,card,ecommerce,12,2,3,15,54,339,1278.52,0.781,0.857,0.13333,10.32,1
PX000794,19999,suspicious_reversal,netbanking,media,5,2,1,48,35,359,21062.35,0.95,0.714,0.04167,40.44,0
PX000795,9999,bank_timeout,upi,saas,6,2,2,34,38,690,6369.54,1.57,0.75,0.05882,21.86,1
PX000796,999,bank_timeout,upi,media,9,2,3,8,54,183,1191.81,0.838,0.818,0.25,17.91,1
